insert_sql
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (12, '영화 추천드립니다', '최근 본 영화 중 최고였습니다. 강력 추천!', 1, 1274, '2025-02-21 07:47:08', '2025-03-12 22:31:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (8, '판타지 소설 입문기', '처음으로 판타지 세계관에 빠졌어요. 추천 좀 해주세요.', 2, 3909, '2025-02-18 11:31:08', '2025-03-19 06:08:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (3, '낚시 포인트 공유', '이번 주말 다녀온 낚시터 후기 남깁니다.', 3, 2290, '2025-03-15 17:31:08', '2025-03-19 02:35:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (5, '등산 장비 추천해주세요', '등산 처음인데 어떤 장비부터 준비해야 할까요?', 4, 3636, '2025-02-28 23:49:08', '2025-02-21 09:54:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (6, '요즘 웹툰 뭐 보세요?', '재밌는 웹툰 추천 좀 부탁드립니다.', 5, 2027, '2025-03-13 11:02:08', '2025-02-24 08:12:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (6, '연극 관람 후기', '어제 본 연극 정말 감동적이었어요.', 6, 681, '2025-03-12 04:20:08', '2025-03-02 15:41:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (13, '바둑 실력 늘리는 법', '요즘 바둑에 빠졌는데 기력 향상 방법 있을까요?', 7, 2012, '2025-02-19 16:50:08', '2025-03-18 20:40:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (18, '카지노 후기 남깁니다', '합법 카지노 다녀왔는데 분위기 대박이네요.', 8, 3065, '2025-02-21 18:17:08', '2025-03-12 16:21:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (20, '에버랜드 다녀온 후기', '놀이공원 데이트 코스로 완전 강추입니다.', 9, 1586, '2025-03-02 22:56:08', '2025-03-11 16:20:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (20, '이번 달에 읽은 책', '이 책 정말 인생책이에요. 꼭 읽어보세요.', 10, 4052, '2025-03-12 23:15:08', '2025-02-20 16:54:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (3, '최애 가수 콘서트 후기', '어제 콘서트에서 라이브 실력에 감탄했습니다.', 11, 4261, '2025-02-21 05:53:08', '2025-03-21 01:28:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (18, '사진 입문용 카메라 추천', 'DSLR 처음 사려는데 추천 부탁드려요.', 12, 593, '2025-03-01 10:13:08', '2025-03-16 15:06:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (20, '자취생을 위한 초간단 요리', '전자레인지로 만드는 간단한 레시피 공유합니다.', 13, 3654, '2025-03-10 18:59:08', '2025-03-07 16:24:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (1, '이번 주 게임 추천', '재밌게 플레이한 게임 추천드립니다.', 14, 3671, '2025-03-18 05:48:08', '2025-02-27 12:11:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (14, '이번 시즌 애니 뭐 보세요?', '화제작 애니 감상평 나눠요.', 15, 2019, '2025-02-18 12:22:08', '2025-03-02 14:37:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (2, '수공예 취미 시작했어요', '캘리그라피 배우기 좋은 키트 있을까요?', 16, 3873, '2025-02-22 21:49:08', '2025-03-11 14:57:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (14, '여행지 추천 부탁드려요', '혼자 가기 좋은 국내 여행지 어디 있을까요?', 17, 1883, '2025-02-20 07:04:08', '2025-03-05 08:23:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (14, '반려견 산책 용품 추천', '우리 강아지 산책할 때 쓰는 하네스 추천해요.', 18, 2591, '2025-02-18 14:24:08', '2025-02-25 00:06:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (7, '첫 캠핑 다녀온 후기', '자연 속에서 힐링하고 왔어요. 다음엔 어디로 갈까요?', 19, 3786, '2025-02-20 04:57:08', '2025-03-15 22:11:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (10, '오토바이 입문자를 위한 팁', '입문 바이크, 어떤 게 좋을까요?', 20, 4272, '2025-02-24 07:10:08', '2025-03-01 07:13:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (20, '영화 추천드립니다', '최근 본 영화 중 최고였습니다. 강력 추천!', 1, 3179, '2025-02-26 20:31:08', '2025-03-07 23:55:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (17, '판타지 소설 입문기', '처음으로 판타지 세계관에 빠졌어요. 추천 좀 해주세요.', 2, 28, '2025-02-25 17:02:08', '2025-03-21 03:19:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (10, '낚시 포인트 공유', '이번 주말 다녀온 낚시터 후기 남깁니다.', 3, 3974, '2025-02-20 06:40:08', '2025-03-16 06:42:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (11, '등산 장비 추천해주세요', '등산 처음인데 어떤 장비부터 준비해야 할까요?', 4, 4890, '2025-03-06 22:43:08', '2025-03-02 09:32:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (16, '요즘 웹툰 뭐 보세요?', '재밌는 웹툰 추천 좀 부탁드립니다.', 5, 3946, '2025-03-08 13:08:08', '2025-02-19 22:18:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (20, '연극 관람 후기', '어제 본 연극 정말 감동적이었어요.', 6, 2823, '2025-03-18 10:13:08', '2025-02-25 10:46:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (6, '바둑 실력 늘리는 법', '요즘 바둑에 빠졌는데 기력 향상 방법 있을까요?', 7, 3004, '2025-02-20 18:19:08', '2025-03-03 01:55:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (17, '카지노 후기 남깁니다', '합법 카지노 다녀왔는데 분위기 대박이네요.', 8, 2133, '2025-02-21 22:41:08', '2025-03-02 19:45:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (10, '에버랜드 다녀온 후기', '놀이공원 데이트 코스로 완전 강추입니다.', 9, 2255, '2025-03-15 13:51:08', '2025-02-25 02:17:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (8, '이번 달에 읽은 책', '이 책 정말 인생책이에요. 꼭 읽어보세요.', 10, 1226, '2025-03-07 23:42:08', '2025-02-24 22:55:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (8, '최애 가수 콘서트 후기', '어제 콘서트에서 라이브 실력에 감탄했습니다.', 11, 1472, '2025-02-18 13:55:08', '2025-03-02 17:44:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (8, '사진 입문용 카메라 추천', 'DSLR 처음 사려는데 추천 부탁드려요.', 12, 4514, '2025-02-28 14:42:08', '2025-03-19 23:32:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (7, '자취생을 위한 초간단 요리', '전자레인지로 만드는 간단한 레시피 공유합니다.', 13, 4653, '2025-02-23 06:46:08', '2025-03-17 20:15:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (15, '이번 주 게임 추천', '재밌게 플레이한 게임 추천드립니다.', 14, 2643, '2025-03-19 04:55:08', '2025-03-09 14:46:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (16, '이번 시즌 애니 뭐 보세요?', '화제작 애니 감상평 나눠요.', 15, 3452, '2025-03-11 20:06:08', '2025-03-20 17:29:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (18, '수공예 취미 시작했어요', '캘리그라피 배우기 좋은 키트 있을까요?', 16, 2134, '2025-03-21 02:16:08', '2025-02-18 14:49:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (11, '여행지 추천 부탁드려요', '혼자 가기 좋은 국내 여행지 어디 있을까요?', 17, 2795, '2025-03-03 02:52:08', '2025-03-13 18:21:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (3, '반려견 산책 용품 추천', '우리 강아지 산책할 때 쓰는 하네스 추천해요.', 18, 2246, '2025-03-10 03:01:08', '2025-02-23 22:42:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (1, '첫 캠핑 다녀온 후기', '자연 속에서 힐링하고 왔어요. 다음엔 어디로 갈까요?', 19, 4680, '2025-02-19 20:37:08', '2025-03-02 05:07:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (16, '오토바이 입문자를 위한 팁', '입문 바이크, 어떤 게 좋을까요?', 20, 4117, '2025-03-09 12:46:08', '2025-03-14 07:58:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (20, '영화 추천드립니다', '최근 본 영화 중 최고였습니다. 강력 추천!', 1, 597, '2025-03-16 02:47:08', '2025-03-20 13:27:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (9, '판타지 소설 입문기', '처음으로 판타지 세계관에 빠졌어요. 추천 좀 해주세요.', 2, 3320, '2025-02-20 03:02:08', '2025-02-24 04:44:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (13, '낚시 포인트 공유', '이번 주말 다녀온 낚시터 후기 남깁니다.', 3, 2216, '2025-03-02 04:01:08', '2025-03-09 11:29:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (1, '등산 장비 추천해주세요', '등산 처음인데 어떤 장비부터 준비해야 할까요?', 4, 4755, '2025-03-14 02:00:08', '2025-03-17 06:37:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (19, '요즘 웹툰 뭐 보세요?', '재밌는 웹툰 추천 좀 부탁드립니다.', 5, 1135, '2025-03-01 12:14:08', '2025-02-18 18:09:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (10, '연극 관람 후기', '어제 본 연극 정말 감동적이었어요.', 6, 2487, '2025-03-17 20:11:08', '2025-03-07 20:53:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (12, '바둑 실력 늘리는 법', '요즘 바둑에 빠졌는데 기력 향상 방법 있을까요?', 7, 2546, '2025-03-06 11:54:08', '2025-02-26 09:09:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (9, '카지노 후기 남깁니다', '합법 카지노 다녀왔는데 분위기 대박이네요.', 8, 4297, '2025-02-23 03:12:08', '2025-03-17 15:30:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (19, '에버랜드 다녀온 후기', '놀이공원 데이트 코스로 완전 강추입니다.', 9, 1215, '2025-03-13 22:25:08', '2025-02-24 04:02:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (13, '이번 달에 읽은 책', '이 책 정말 인생책이에요. 꼭 읽어보세요.', 10, 1091, '2025-03-06 15:59:08', '2025-03-21 08:41:08');"
"INSERT INTO posts (user_id, title, content, category_id, views, created_at, updated_at) VALUES (19, '최애 가수 콘서트 후기', '어제 콘서트에서 라이브 실력에 감탄했습니다.', 11, 2249, '2025-03-18 02:37:08', '2025-03-08 06:35:08');"
